crop ID,soil_type,Seedling Stage,MOI,temp,humidity,result
Wheat,Alluvial Soil,Maturation,47,28,73.8,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,33,16,85.3,0
Potato,Sandy Soil,Flowering,9,39,47.6,1
Wheat,Black Soil,Flowering,58,17,77.9,0
Carrot,Sandy Soil,Flowering,46,41,26.2,1
Carrot,Clay Soil,Germination,18,35,50.3,1
Tomato,Sandy Soil,Seedling Stage,9,19,84.3,0
Wheat,Red Soil,Flowering,47,20,83.1,0
Carrot,Clay Soil,Germination,46,22,81.1,0
Wheat,Red Soil,Pollination,35,32,58.8,1
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,39,32,58.5,1
Carrot,Clay Soil,Germination,55,41,53.7,1
Carrot,Sandy Soil,Germination,67,30,81.2,1
Tomato,Sandy Soil,Flowering,18,21,79.6,0
Wheat,Black Soil,Pollination,56,37,30.8,0
Chilli,Sandy Soil,Germination,57,31,62.4,1
Carrot,Sandy Soil,Pollination,22,29,69.5,1
Chilli,Red Soil,Flowering,55,23,82.1,0
Chilli,Chalky Soil,Seedling Stage,13,21,85.5,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,23,26,87.0,0
Wheat,Red Soil,Maturation,48,22,83.0,0
Chilli,Sandy Soil,Flowering,54,26,72.3,0
Tomato,Sandy Soil,Seedling Stage,31,25,81.8,1
Wheat,Clay Soil,Maturation,39,19,80.8,0
Tomato,Sandy Soil,Flowering,69,20,81.6,0
Potato,Loam Soil,Seedling Stage,19,19,81.0,0
Chilli,Sandy Soil,Seedling Stage,15,20,84.1,0
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,45,37,39.5,1
Tomato,Sandy Soil,Seedling Stage,33,21,82.2,0
Wheat,Alluvial Soil,Harvest,20,32,62.2,1
Wheat,Red Soil,Pollination,38,33,55.8,1
Wheat,Sandy Soil,Pollination,31,36,50.5,1
Potato,Loam Soil,Seedling Stage,56,19,81.3,0
Chilli,Chalky Soil,Germination,48,40,44.7,1
Chilli,Sandy Soil,Flowering,55,41,37.8,0
Tomato,Sandy Soil,Flowering,46,24,85.7,0
Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,44,37,44.0,1
Tomato,Loam Soil,Pollination,62,38,47.8,0
Chilli,Red Soil,Seedling Stage,15,31,61.8,1
Tomato,Sandy Soil,Seedling Stage,26,23,79.2,1
Carrot,Loam Soil,Germination,61,33,55.0,0
Wheat,Sandy Soil,Maturation,42,19,84.5,0
Chilli,Black Soil,Flowering,50,26,82.7,0
Wheat,Clay Soil,Pollination,41,23,79.5,0
Chilli,Chalky Soil,Seedling Stage,21,27,68.7,1
Wheat,Sandy Soil,Maturation,42,21,86.5,0
Tomato,Loam Soil,Pollination,28,35,51.4,1
Carrot,Clay Soil,Flowering,48,43,32.4,1
Carrot,Clay Soil,Germination,30,32,53.8,1
Chilli,Red Soil,Germination,54,36,51.6,1
Tomato,Sandy Soil,Flowering,40,28,82.7,0
Carrot,Clay Soil,Pollination,24,23,79.0,1
Tomato,Sandy Soil,Seedling Stage,28,31,63.6,1
Wheat,Clay Soil,Harvest,23,25,76.5,0
Wheat,Black Soil,Flowering,54,26,80.0,0
Chilli,Chalky Soil,Germination,40,31,56.1,1
Carrot,Loam Soil,Germination,67,31,65.2,1
Chilli,Red Soil,Germination,51,40,38.8,1
Wheat,Sandy Soil,Flowering,12,44,39.2,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,44,32,64.6,1
Wheat,Black Soil,Seedling Stage,60,28,64.6,1
Chilli,Black Soil,Flowering,49,26,81.8,0
Wheat,Sandy Soil,Maturation,39,19,82.5,0
Chilli,Chalky Soil,Seedling Stage,17,22,82.6,0
Potato,Loam Soil,Germination,30,21,80.6,0
Carrot,Loam Soil,Seedling Stage,11,33,66.7,1
Chilli,Red Soil,Seedling Stage,16,26,73.1,1
Wheat,Sandy Soil,Pollination,22,43,32.6,1
Wheat,Alluvial Soil,Maturation,16,22,79.2,0
Wheat,Black Soil,Flowering,56,19,78.4,0
Wheat,Clay Soil,Maturation,29,23,82.1,0
Tomato,Loam Soil,Pollination,15,16,81.6,0
Carrot,Clay Soil,Pollination,61,39,33.4,1
Wheat,Sandy Soil,Pollination,23,38,36.0,1
Wheat,Sandy Soil,Maturation,41,19,82.9,0
Carrot,Clay Soil,Flowering,35,36,43.2,1
Wheat,Black Soil,Seedling Stage,20,28,70.8,1
Carrot,Sandy Soil,Seedling Stage,28,24,82.9,0
Wheat,Black Soil,Pollination,33,25,79.7,1
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,45,34,55.4,1
Chilli,Sandy Soil,Flowering,31,23,83.1,0
Potato,Clay Soil,Germination,41,31,73.1,1
Tomato,Sandy Soil,Flowering,41,29,64.6,1
Wheat,Black Soil,Seedling Stage,7,29,67.4,1
Wheat,Red Soil,Germination,21,34,62.8,1
Chilli,Chalky Soil,Flowering,44,25,81.0,1
Tomato,Sandy Soil,Flowering,59,34,46.6,0
Wheat,Red Soil,Flowering,33,38,51.1,1
Chilli,Red Soil,Flowering,23,22,84.1,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,33,21,82.9,0
Chilli,Sandy Soil,Flowering,31,21,83.3,0
Carrot,Clay Soil,Seedling Stage,16,20,84.8,0
Chilli,Red Soil,Germination,18,36,50.1,1
Carrot,Sandy Soil,Seedling Stage,60,33,58.8,0
Potato,Clay Soil,Germination,31,28,80.2,1
Tomato,Sandy Soil,Flowering,58,27,81.5,1
Carrot,Clay Soil,Germination,69,19,84.6,0
Carrot,Sandy Soil,Flowering,21,39,39.3,1
Wheat,Black Soil,Flowering,34,37,26.2,1
Tomato,Loam Soil,Pollination,53,38,43.4,0
Wheat,Black Soil,Germination,23,35,47.8,1
Chilli,Sandy Soil,Flowering,62,33,52.9,0
Tomato,Sandy Soil,Flowering,46,21,82.8,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,34,27,78.9,0
Tomato,Sandy Soil,Flowering,45,37,37.2,1
Potato,Clay Soil,Seedling Stage,18,23,83.0,0
Tomato,Clay Soil,Germination,52,32,63.5,1
Potato,Sandy Soil,Flowering,44,16,83.6,0
Carrot,Loam Soil,Germination,31,30,66.9,1
Carrot,Clay Soil,Germination,53,21,81.5,0
Potato,Loam Soil,Pollination,40,20,82.0,0
Tomato,Loam Soil,Germination,29,36,47.4,1
Wheat,Black Soil,Pollination,20,22,82.7,0
Carrot,Clay Soil,Germination,28,33,52.0,1
Chilli,Chalky Soil,Germination,34,23,80.2,0
Potato,Loam Soil,Germination,37,20,79.3,0
Tomato,Sandy Soil,Flowering,57,22,76.9,0
Chilli,Chalky Soil,Seedling Stage,8,25,81.3,0
Wheat,Sandy Soil,Flowering,45,17,84.9,0
Chilli,Sandy Soil,Flowering,62,18,80.3,0
Tomato,Sandy Soil,Flowering,18,33,59.1,1
Chilli,Chalky Soil,Germination,26,35,48.3,1
Wheat,Clay Soil,Maturation,18,35,52.5,1
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,40,23,84.5,0
Carrot,Sandy Soil,Germination,49,28,83.4,0
Chilli,Sandy Soil,Germination,14,23,82.2,0
Tomato,Sandy Soil,Flowering,41,38,44.8,1
Chilli,Chalky Soil,Seedling Stage,29,27,84.7,0
Tomato,Loam Soil,Germination,61,35,48.7,0
Carrot,Sandy Soil,Flowering,58,28,71.3,1
Chilli,Red Soil,Germination,48,23,81.8,0
Potato,Clay Soil,Pollination,29,31,68.2,1
Potato,Loam Soil,Germination,66,24,82.1,0
Chilli,Red Soil,Flowering,41,32,43.4,1
Chilli,Chalky Soil,Seedling Stage,12,28,74.0,1
Wheat,Sandy Soil,Maturation,39,39,39.8,1
Potato,Sandy Soil,Flowering,17,42,45.0,1
Wheat,Black Soil,Pollination,20,23,82.3,0
Carrot,Clay Soil,Pollination,58,35,52.8,0
Wheat,Sandy Soil,Pollination,34,22,83.3,0
Potato,Sandy Soil,Seedling Stage,21,19,81.8,0
Chilli,Chalky Soil,Seedling Stage,17,25,82.6,0
Chilli,Chalky Soil,Germination,63,32,59.0,1
Chilli,Chalky Soil,Seedling Stage,39,29,63.8,1
Tomato,Sandy Soil,Flowering,46,23,83.1,0
Potato,Loam Soil,Germination,63,17,80.3,0
Carrot,Clay Soil,Germination,32,21,85.3,0
Wheat,Black Soil,Germination,72,32,63.5,0
Wheat,Alluvial Soil,Harvest,25,26,82.9,0
Wheat,Clay Soil,Maturation,33,26,80.2,0
Wheat,Alluvial Soil,Maturation,29,34,58.2,1
Carrot,Sandy Soil,Germination,70,32,59.3,0
Carrot,Clay Soil,Germination,37,31,51.8,1
Wheat,Clay Soil,Maturation,9,31,67.0,1
Tomato,Sandy Soil,Seedling Stage,8,27,83.4,0
Wheat,Sandy Soil,Pollination,19,46,41.5,1
Potato,Clay Soil,Pollination,70,41,33.6,0
Potato,Clay Soil,Germination,5,27,72.2,1
Wheat,Alluvial Soil,Harvest,37,35,48.5,1
Wheat,Red Soil,Seedling Stage,10,25,79.2,0
Wheat,Sandy Soil,Pollination,11,38,43.9,1
Tomato,Sandy Soil,Flowering,39,35,38.3,1
Wheat,Sandy Soil,Pollination,76,22,82.0,0
Wheat,Clay Soil,Maturation,65,27,79.8,0
Chilli,Red Soil,Germination,19,31,64.1,1
Wheat,Sandy Soil,Maturation,54,24,87.1,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,69,35,44.0,1
Chilli,Sandy Soil,Flowering,39,20,82.0,0
Wheat,Alluvial Soil,Maturation,62,22,83.3,0
Wheat,Black Soil,Flowering,17,25,82.7,1
Tomato,Sandy Soil,Seedling Stage,15,36,53.5,1
Wheat,Red Soil,Germination,26,37,40.9,1
Wheat,Sandy Soil,Pollination,41,23,82.5,0
Wheat,Red Soil,Maturation,42,20,82.4,0
Wheat,Black Soil,Flowering,61,28,71.6,0
Chilli,Chalky Soil,Flowering,59,24,83.6,0
Wheat,Sandy Soil,Pollination,17,24,80.1,1
Wheat,Black Soil,Flowering,21,19,84.9,0
Chilli,Chalky Soil,Flowering,61,21,79.9,0
Wheat,Sandy Soil,Maturation,40,25,75.2,1
Wheat,Sandy Soil,Pollination,62,20,84.1,0
Wheat,Sandy Soil,Pollination,36,21,80.4,0
Carrot,Sandy Soil,Flowering,39,43,25.2,1
Carrot,Clay Soil,Flowering,54,39,39.8,1
Carrot,Sandy Soil,Germination,74,31,62.3,0
Wheat,Clay Soil,Harvest,31,22,82.2,0
Carrot,Clay Soil,Pollination,62,30,67.6,0
Wheat,Black Soil,Pollination,11,31,64.4,1
Chilli,Red Soil,Seedling Stage,21,24,81.2,0
Chilli,Chalky Soil,Seedling Stage,38,24,78.4,1
Wheat,Sandy Soil,Maturation,13,39,37.9,1
Wheat,Red Soil,Maturation,42,23,82.9,0
Tomato,Sandy Soil,Flowering,35,23,82.3,0
Wheat,Black Soil,Flowering,29,26,84.7,0
Carrot,Sandy Soil,Seedling Stage,12,22,78.7,0
Wheat,Sandy Soil,Pollination,58,22,85.5,0
Wheat,Red Soil,Flowering,25,23,81.2,0
Wheat,Black Soil,Germination,60,34,57.2,1
Carrot,Sandy Soil,Seedling Stage,60,23,84.5,0
Tomato,Sandy Soil,Seedling Stage,59,31,66.7,1
Wheat,Black Soil,Germination,14,31,61.3,1
Wheat,Black Soil,Flowering,29,24,83.2,0
Carrot,Sandy Soil,Germination,63,24,80.7,0
Carrot,Sandy Soil,Seedling Stage,44,24,81.9,0
Wheat,Black Soil,Flowering,40,21,82.9,0
Carrot,Clay Soil,Flowering,50,23,79.5,0
Carrot,Sandy Soil,Flowering,74,40,52.5,0
Carrot,Clay Soil,Seedling Stage,20,35,56.2,1
Tomato,Sandy Soil,Seedling Stage,33,21,86.9,0
Carrot,Clay Soil,Pollination,6,20,85.6,0
Carrot,Clay Soil,Pollination,18,27,75.9,1
Carrot,Clay Soil,Germination,26,39,40.0,1
Wheat,Sandy Soil,Pollination,30,21,83.6,0
Wheat,Black Soil,Germination,30,32,60.6,1
Chilli,Red Soil,Seedling Stage,57,36,54.2,0
Wheat,Red Soil,Germination,69,27,70.8,1
Wheat,Sandy Soil,Harvest,25,38,38.0,1
Carrot,Clay Soil,Flowering,12,41,35.0,1
Wheat,Black Soil,Germination,20,42,44.1,1
Chilli,Red Soil,Flowering,49,23,79.4,0
Chilli,Black Soil,Seedling Stage,17,19,85.4,0
Potato,Loam Soil,Flowering,32,36,40.9,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,28,31,59.1,1
Tomato,Sandy Soil,Flowering,21,19,82.2,0
Wheat,Black Soil,Seedling Stage,29,24,81.9,0
Carrot,Clay Soil,Germination,58,30,67.8,1
Wheat,Black Soil,Maturation,64,21,82.4,0
Chilli,Red Soil,Flowering,40,19,83.5,0
Chilli,Chalky Soil,Flowering,57,25,82.2,0
Chilli,Sandy Soil,Flowering,42,16,84.8,0
Wheat,Clay Soil,Harvest,48,40,37.3,0
Wheat,Black Soil,Maturation,46,41,31.1,1
Chilli,Red Soil,Flowering,60,26,81.5,0
Chilli,Black Soil,Flowering,46,25,84.0,0
Carrot,Clay Soil,Germination,22,37,40.5,1
Carrot,Sandy Soil,Pollination,23,32,59.4,1
Carrot,Clay Soil,Germination,55,34,55.0,1
Potato,Sandy Soil,Flowering,66,20,82.6,0
Potato,Loam Soil,Germination,30,25,82.5,0
Wheat,Clay Soil,Harvest,18,34,57.0,1
Tomato,Sandy Soil,Flowering,11,27,71.9,1
Wheat,Alluvial Soil,Maturation,64,28,76.5,1
Chilli,Black Soil,Flowering,31,25,81.0,1
Carrot,Clay Soil,Germination,17,29,80.3,1
Tomato,Sandy Soil,Flowering,16,20,83.5,0
Wheat,Alluvial Soil,Maturation,17,28,73.3,1
Chilli,Black Soil,Germination,16,21,82.0,0
Tomato,Sandy Soil,Flowering,53,41,30.8,1
Wheat,Black Soil,Maturation,58,28,81.1,0
Carrot,Clay Soil,Pollination,14,21,80.2,0
Tomato,Loam Soil,Germination,59,23,84.0,0
Chilli,Sandy Soil,Flowering,41,39,48.7,1
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,62,38,37.5,0
Wheat,Black Soil,Germination,77,33,59.3,0
Wheat,Alluvial Soil,Maturation,38,29,67.8,1
Chilli,Red Soil,Germination,65,34,48.4,0
Wheat,Clay Soil,Maturation,46,27,71.1,1
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,6,25,79.9,0
Chilli,Sandy Soil,Flowering,21,38,29.0,1
Tomato,Loam Soil,Germination,32,17,82.1,0
Carrot,Loam Soil,Germination,55,21,84.1,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,56,33,55.8,0
Tomato,Sandy Soil,Flowering,41,38,40.9,1
Tomato,Loam Soil,Germination,60,30,57.0,0
Carrot,Clay Soil,Pollination,65,39,41.2,0
Tomato,Loam Soil,Germination,24,25,82.4,0
Carrot,Clay Soil,Germination,57,26,80.5,0
Carrot,Clay Soil,Seedling Stage,30,25,76.8,0
Tomato,Sandy Soil,Flowering,40,24,79.9,1
Carrot,Clay Soil,Germination,45,23,78.5,1
Wheat,Sandy Soil,Pollination,13,21,80.9,0
Wheat,Black Soil,Germination,71,26,69.5,0
Chilli,Sandy Soil,Germination,62,42,40.1,0
Carrot,Clay Soil,Pollination,28,23,82.0,0
Tomato,Sandy Soil,Germination,63,26,83.1,0
Chilli,Black Soil,Flowering,63,21,84.8,0
Wheat,Black Soil,Pollination,54,19,82.7,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,54,41,39.2,1
Potato,Clay Soil,Flowering,55,29,70.1,0
Chilli,Red Soil,Flowering,12,39,41.2,1
Chilli,Black Soil,Germination,64,32,58.7,1
Chilli,Red Soil,Flowering,23,37,40.1,1
Carrot,Clay Soil,Pollination,69,42,38.8,0
Potato,Clay Soil,Germination,16,29,68.5,1
Carrot,Loam Soil,Germination,53,23,76.8,0
Carrot,Clay Soil,Seedling Stage,17,35,55.8,1
Carrot,Clay Soil,Germination,25,23,78.4,0
Tomato,Sandy Soil,Seedling Stage,27,22,82.6,0
Chilli,Red Soil,Germination,60,36,50.1,1
Wheat,Alluvial Soil,Harvest,59,39,41.0,0
Potato,Clay Soil,Germination,45,26,70.9,1
Chilli,Chalky Soil,Germination,65,29,69.9,0
Chilli,Chalky Soil,Flowering,50,23,82.7,0
Wheat,Red Soil,Pollination,42,23,84.2,0
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,52,39,45.4,1
Wheat,Alluvial Soil,Pollination,48,39,58.1,1
Tomato,Sandy Soil,Flowering,51,38,32.8,1
Carrot,Clay Soil,Germination,57,27,74.3,0
Carrot,Clay Soil,Flowering,43,24,74.2,1
Carrot,Clay Soil,Pollination,63,36,48.9,1
Wheat,Sandy Soil,Pollination,21,22,80.5,0
Chilli,Black Soil,Germination,12,41,36.7,1
Tomato,Loam Soil,Germination,48,37,33.5,1
Carrot,Loam Soil,Germination,57,30,56.5,1
Wheat,Alluvial Soil,Harvest,34,37,53.7,1
Potato,Loam Soil,Germination,57,25,82.2,0
Wheat,Black Soil,Seedling Stage,17,23,81.8,0
Potato,Clay Soil,Germination,64,22,83.9,0
Tomato,Sandy Soil,Flowering,63,37,49.3,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,11,23,80.5,0
Wheat,Sandy Soil,Maturation,40,14,83.9,0
Wheat,Alluvial Soil,Maturation,51,31,63.9,1
Potato,Clay Soil,Pollination,59,40,44.3,0
Carrot,Clay Soil,Pollination,25,23,80.9,0
Tomato,Sandy Soil,Germination,63,35,45.8,0
Wheat,Sandy Soil,Germination,66,40,41.9,0
Tomato,Sandy Soil,Flowering,59,23,82.9,0
Wheat,Alluvial Soil,Pollination,35,38,45.3,1
Chilli,Red Soil,Germination,48,41,40.5,1
Carrot,Sandy Soil,Germination,22,30,63.0,1
Wheat,Red Soil,Germination,24,25,69.2,1
Wheat,Alluvial Soil,Harvest,25,32,62.2,1
Chilli,Chalky Soil,Germination,29,24,78.8,0
Carrot,Clay Soil,Pollination,16,22,83.9,0
Wheat,Clay Soil,Harvest,56,28,66.5,0
Tomato,Sandy Soil,Flowering,19,24,82.6,0
Tomato,Loam Soil,Germination,33,35,56.4,1
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,38,41,54.1,1
Wheat,Clay Soil,Maturation,22,21,82.7,0
Potato,Sandy Soil,Flowering,35,17,79.8,0
Wheat,Alluvial Soil,Maturation,24,22,83.5,0
Carrot,Clay Soil,Germination,51,23,80.9,0
Tomato,Sandy Soil,Seedling Stage,23,30,64.4,1
Chilli,Red Soil,Flowering,56,31,57.9,0
Carrot,Sandy Soil,Germination,18,26,82.2,1
Carrot,Clay Soil,Seedling Stage,50,21,85.8,0
Wheat,Black Soil,Seedling Stage,16,38,48.8,1
Tomato,Sandy Soil,Germination,64,38,51.3,1
Wheat,Sandy Soil,Pollination,71,27,68.9,0
Carrot,Clay Soil,Seedling Stage,58,20,79.8,0
Carrot,Sandy Soil,Flowering,39,21,83.9,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,10,21,83.4,0
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,8,38,44.5,1
Carrot,Loam Soil,Germination,64,40,56.7,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,43,38,76.5,1
Wheat,Sandy Soil,Flowering,16,41,47.6,1
Wheat,Clay Soil,Harvest,63,40,59.1,0
Chilli,Sandy Soil,Seedling Stage,37,24,83.7,0
Wheat,Sandy Soil,Seedling Stage,19,25,79.3,1
Carrot,Clay Soil,Pollination,60,36,44.3,0
Wheat,Black Soil,Flowering,33,24,81.8,0
Carrot,Clay Soil,Flowering,55,27,85.5,0
Potato,Clay Soil,Pollination,6,32,55.3,1
Wheat,Black Soil,Maturation,16,29,64.6,1
Wheat,Black Soil,Flowering,56,42,40.4,1
Tomato,Sandy Soil,Vegetative Growth / Root or Tuber Development,6,35,53.7,1
Wheat,Black Soil,Flowering,75,24,78.3,0
Carrot,Sandy Soil,Pollination,21,25,79.9,0
Chilli,Red Soil,Seedling Stage,28,23,84.2,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,29,34,52.8,1
Wheat,Sandy Soil,Pollination,54,25,82.0,0
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,59,36,57.5,1
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,57,29,63.6,0
Wheat,Black Soil,Pollination,42,26,85.3,0
Chilli,Red Soil,Flowering,37,39,33.6,1
Potato,Clay Soil,Germination,28,42,41.7,1
Wheat,Red Soil,Flowering,58,23,78.7,0
Chilli,Red Soil,Germination,36,41,41.5,1
Wheat,Black Soil,Flowering,44,23,83.4,0
Wheat,Sandy Soil,Pollination,72,20,84.7,0
Wheat,Sandy Soil,Pollination,38,18,86.6,0
Wheat,Red Soil,Germination,43,33,56.4,1
Wheat,Sandy Soil,Pollination,46,22,79.9,0
Chilli,Chalky Soil,Germination,65,30,61.8,0
Potato,Clay Soil,Germination,14,25,82.3,0
Wheat,Sandy Soil,Pollination,62,17,81.8,0
Chilli,Chalky Soil,Flowering,25,36,42.7,1
Tomato,Sandy Soil,Flowering,67,20,80.8,0
Wheat,Alluvial Soil,Pollination,26,32,58.2,1
Chilli,Chalky Soil,Flowering,31,40,50.4,1
Wheat,Sandy Soil,Pollination,15,43,36.9,1
Chilli,Black Soil,Germination,46,35,46.2,1
Wheat,Clay Soil,Pollination,42,31,66.5,1
Wheat,Black Soil,Flowering,26,21,83.8,0
Tomato,Loam Soil,Seedling Stage,11,30,66.6,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,30,18,83.2,0
Wheat,Black Soil,Germination,63,35,56.9,0
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,24,37,43.4,1
