crop ID,soil_type,Seedling Stage,MOI,temp,humidity,result
Tomato,Loam Soil,Seedling Stage,81,26,53.8,0
Potato,Loam Soil,Seedling Stage,88,34,62.6,1
Wheat,Red Soil,Pollination,23,18,86.4,0
Tomato,Clay Soil,Seedling Stage,22,39,23.5,1
Chilli,Clay Soil,Seedling Stage,24,38,22.1,1
Chilli,Black Soil,Flowering,30,16,87.5,0
Potato,Loam Soil,Flowering,41,42,34.6,1
Potato,Sandy Soil,Germination,6,36,42.7,1
Chilli,Sandy Soil,Vegetative Growth / Root or Tuber Development,27,37,30.8,1
Tomato,Loam Soil,Seedling Stage,48,39,21.6,1
Carrot,Sandy Soil,Vegetative Growth / Root or Tuber Development,38,46,80.2,1
Chilli,Clay Soil,Vegetative Growth / Root or Tuber Development,37,28,18.2,1
Chilli,Black Soil,Germination,1,23,81.6,0
Wheat,Alluvial Soil,Maturation,8,19,87.4,0
Wheat,Black Soil,Maturation,61,34,57.4,0
Carrot,Sandy Soil,Vegetative Growth / Root or Tuber Development,83,33,73.3,0
Carrot,Clay Soil,Flowering,22,46,15.0,1
Chilli,Red Soil,Flowering,17,14,90.6,0
Wheat,Alluvial Soil,Maturation,29,38,37.2,1
Carrot,Sandy Soil,Pollination,30,25,81.5,0
Carrot,Sandy Soil,Flowering,47,38,41.3,1
Chilli,Chalky Soil,Flowering,6,44,16.9,1
Wheat,Black Soil,Fruit/Grain/Bulb Formation,99,28,67.6,1
Tomato,Sandy Soil,Germination,38,18,80.6,0
Potato,Clay Soil,Germination,49,30,42.8,1
Wheat,Clay Soil,Harvest,76,34,26.0,0
Tomato,Clay Soil,Germination,5,25,83.0,0
Potato,Sandy Soil,Germination,71,31,67.4,1
Carrot,Chalky Soil,Seedling Stage,17,44,28.0,1
Chilli,Chalky Soil,Seedling Stage,55,18,91.0,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,39,22,73.2,1
Chilli,Chalky Soil,Flowering,27,18,82.5,0
Wheat,Clay Soil,Harvest,27,43,26.3,1
Carrot,Clay Soil,Flowering,8,22,34.1,1
Tomato,Clay Soil,Germination,65,29,46.5,1
Tomato,Clay Soil,Flowering,29,21,82.1,0
Wheat,Alluvial Soil,Harvest,50,20,56.3,0
Wheat,Black Soil,Harvest,15,38,36.5,1
Wheat,Red Soil,Flowering,15,17,83.0,0
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,22,23,85.0,0
Potato,Loam Soil,Germination,40,32,19.7,1
Tomato,Clay Soil,Flowering,12,18,87.1,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,40,30,29.8,1
Wheat,Black Soil,Fruit/Grain/Bulb Formation,91,39,44.3,0
Potato,Loam Soil,Vegetative Growth / Root or Tuber Development,55,30,70.8,1
Carrot,Clay Soil,Seedling Stage,22,35,73.9,1
Wheat,Sandy Soil,Pollination,21,35,44.3,1
Carrot,Clay Soil,Flowering,60,45,23.6,1
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,89,30,80.7,0
Wheat,Chalky Soil,Maturation,33,17,89.3,0
Carrot,Loam Soil,Pollination,17,25,66.0,1
Chilli,Red Soil,Seedling Stage,34,21,83.3,0
Chilli,Chalky Soil,Seedling Stage,28,27,83.3,0
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,32,30,61.5,1
Chilli,Sandy Soil,Flowering,41,44,16.6,1
Wheat,Black Soil,Seedling Stage,12,19,77.4,0
Wheat,Black Soil,Harvest,27,36,40.8,1
Potato,Clay Soil,Pollination,9,25,82.5,0
Wheat,Alluvial Soil,Maturation,97,37,51.3,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,10,16,85.1,0
Carrot,Loam Soil,Pollination,11,24,82.6,0
Potato,Loam Soil,Pollination,40,20,85.1,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,37,39,29.4,1
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,35,25,89.2,1
Chilli,Black Soil,Pollination,10,23,80.0,0
Tomato,Clay Soil,Seedling Stage,82,24,70.7,0
Chilli,Chalky Soil,Flowering,50,42,31.9,1
Tomato,Loam Soil,Seedling Stage,49,27,81.8,1
Wheat,Black Soil,Seedling Stage,13,14,91.0,0
Tomato,Clay Soil,Flowering,10,24,78.9,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,45,37,39.9,1
Tomato,Clay Soil,Germination,36,46,15.0,1
Chilli,Black Soil,Vegetative Growth / Root or Tuber Development,83,19,83.8,0
Tomato,Loam Soil,Seedling Stage,15,39,49.7,1
Chilli,Chalky Soil,Seedling Stage,53,14,90.8,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,21,24,83.7,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,61,23,82.8,0
Potato,Clay Soil,Flowering,40,43,23.5,1
Potato,Clay Soil,Pollination,71,30,55.5,0
Wheat,Black Soil,Seedling Stage,33,15,90.5,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,44,28,81.8,0
Carrot,Clay Soil,Pollination,38,46,40.4,1
Tomato,Clay Soil,Pollination,10,32,38.9,1
Carrot,Sandy Soil,Vegetative Growth / Root or Tuber Development,22,46,19.7,1
Wheat,Black Soil,Seedling Stage,42,18,68.8,0
Tomato,Clay Soil,Germination,66,29,63.3,1
Wheat,Alluvial Soil,Maturation,30,25,82.6,0
Carrot,Sandy Soil,Seedling Stage,17,18,83.2,0
Chilli,Clay Soil,Seedling Stage,18,15,89.7,0
Wheat,Clay Soil,Seedling Stage,45,43,21.5,1
Wheat,Clay Soil,Seedling Stage,29,20,82.4,0
Wheat,Clay Soil,Harvest,44,45,15.0,1
Wheat,Alluvial Soil,Maturation,22,40,30.2,1
Potato,Loam Soil,Vegetative Growth / Root or Tuber Development,18,34,37.9,0
Wheat,Black Soil,Pollination,19,29,70.7,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,45,30,53.1,1
Wheat,Red Soil,Fruit/Grain/Bulb Formation,38,18,89.7,0
Carrot,Clay Soil,Seedling Stage,19,16,81.2,0
Wheat,Clay Soil,Flowering,47,43,22.9,0
Chilli,Chalky Soil,Seedling Stage,14,43,19.0,1
Wheat,Chalky Soil,Vegetative Growth / Root or Tuber Development,37,13,66.1,0
Wheat,Alluvial Soil,Pollination,50,41,27.0,1
Wheat,Black Soil,Seedling Stage,8,19,83.1,0
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,19,21,82.1,0
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,55,15,91.0,0
Chilli,Black Soil,Vegetative Growth / Root or Tuber Development,28,23,89.7,0
Carrot,Loam Soil,Flowering,38,45,25.6,1
Chilli,Red Soil,Fruit/Grain/Bulb Formation,14,18,84.1,0
Carrot,Clay Soil,Germination,37,27,81.7,0
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,91,25,72.7,0
Potato,Loam Soil,Pollination,4,19,86.8,0
Carrot,Loam Soil,Pollination,18,14,90.8,0
Carrot,Clay Soil,Pollination,35,43,46.2,1
Wheat,Red Soil,Seedling Stage,37,22,85.8,0
Wheat,Clay Soil,Seedling Stage,54,43,30.5,1
Potato,Sandy Soil,Seedling Stage,30,34,61.7,1
Chilli,Red Soil,Flowering,48,30,36.3,1
Chilli,Clay Soil,Seedling Stage,40,46,15.0,1
Carrot,Sandy Soil,Flowering,12,35,33.7,1
Potato,Red Soil,Germination,7,43,41.2,1
Tomato,Loam Soil,Flowering,7,15,88.1,0
Wheat,Black Soil,Harvest,28,17,84.8,0
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,38,26,66.7,1
Potato,Sandy Soil,Vegetative Growth / Root or Tuber Development,15,35,39.0,1
Wheat,Black Soil,Fruit/Grain/Bulb Formation,48,44,17.5,0
Carrot,Sandy Soil,Seedling Stage,22,27,68.1,1
Potato,Clay Soil,Pollination,76,37,63.8,0
Potato,Loam Soil,Flowering,39,17,87.9,0
Chilli,Chalky Soil,Flowering,17,13,90.9,0
Carrot,Sandy Soil,Germination,16,28,69.4,1
Chilli,Red Soil,Seedling Stage,50,22,86.5,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,66,37,32.5,1
Carrot,Clay Soil,Seedling Stage,55,40,16.5,1
Carrot,Loam Soil,Vegetative Growth / Root or Tuber Development,18,17,88.4,0
Carrot,Clay Soil,Pollination,22,39,31.0,1
Potato,Loam Soil,Seedling Stage,72,39,30.1,1
Carrot,Clay Soil,Germination,90,32,64.1,0
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,38,23,84.7,0
Carrot,Clay Soil,Seedling Stage,87,22,73.6,0
Wheat,Clay Soil,Harvest,53,43,44.7,0
Wheat,Black Soil,Maturation,24,35,43.9,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,35,17,88.2,0
Tomato,Red Soil,Fruit/Grain/Bulb Formation,23,17,84.9,0
Tomato,Red Soil,Vegetative Growth / Root or Tuber Development,100,28,67.6,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,80,34,38.3,0
Carrot,Sandy Soil,Vegetative Growth / Root or Tuber Development,17,45,24.5,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,30,17,86.0,0
Tomato,Clay Soil,Seedling Stage,49,14,87.1,0
Chilli,Sandy Soil,Flowering,25,16,89.5,0
Chilli,Chalky Soil,Flowering,86,33,63.2,0
Wheat,Alluvial Soil,Maturation,20,16,83.1,0
Wheat,Sandy Soil,Germination,89,42,39.6,0
Chilli,Chalky Soil,Seedling Stage,12,37,31.3,1
Carrot,Clay Soil,Germination,38,41,27.2,1
Tomato,Clay Soil,Seedling Stage,94,35,31.8,0
Carrot,Sandy Soil,Seedling Stage,22,16,87.4,0
Wheat,Alluvial Soil,Maturation,52,22,80.8,0
Wheat,Clay Soil,Harvest,21,38,42.6,1
Carrot,Sandy Soil,Vegetative Growth / Root or Tuber Development,23,28,71.2,0
Potato,Chalky Soil,Germination,4,34,32.2,1
Potato,Sandy Soil,Seedling Stage,48,32,46.4,1
Carrot,Red Soil,Harvest,64,36,51.9,1
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,17,37,39.8,1
Wheat,Clay Soil,Seedling Stage,29,37,42.8,1
Potato,Loam Soil,Seedling Stage,66,26,81.0,0
Wheat,Red Soil,Pollination,22,28,37.2,0
Wheat,Alluvial Soil,Seedling Stage,51,22,85.0,0
Wheat,Red Soil,Pollination,50,31,32.2,1
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,5,41,29.3,1
Wheat,Black Soil,Harvest,71,19,80.2,0
Wheat,Black Soil,Maturation,19,33,56.0,1
Wheat,Alluvial Soil,Harvest,20,36,35.4,1
Carrot,Clay Soil,Seedling Stage,62,39,30.0,1
Tomato,Red Soil,Seedling Stage,98,26,86.1,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,20,37,50.7,0
Wheat,Sandy Soil,Seedling Stage,54,25,80.3,0
